type,part,expr
diffusion,combined_mode,-2.303*sin((3*pi*x)/1.301)*exp(-((3**2)*pi**2*0.134*t)/(1.301**2))
diffusion,combined_mode,2.303*sin((5*pi*x)/1.301)*exp(-((5**2)*pi**2*0.134*t)/(1.301**2))
diffusion,sine,4.717*sin((1*pi*x)/1.15)
diffusion,decay,exp(-((1**2)*pi**2*0.351*t)/(1.15**2))
diffusion,sine,-4.717*sin((3*pi*x)/1.15)
diffusion,decay,exp(-((3**2)*pi**2*0.351*t)/(1.15**2))
diffusion,sine,4.717*sin((5*pi*x)/1.15)
diffusion,decay,exp(-((5**2)*pi**2*0.351*t)/(1.15**2))
diffusion,combined_mode,17.843*sin((1*pi*x)/0.14)*exp(-((1**2)*pi**2*0.811*t)/(0.14**2))
diffusion,combined_mode,-17.843*sin((3*pi*x)/0.14)*exp(-((3**2)*pi**2*0.811*t)/(0.14**2))
diffusion,combined_mode,17.843*sin((5*pi*x)/0.14)*exp(-((5**2)*pi**2*0.811*t)/(0.14**2))
diffusion,combined_mode,7.589*sin((1*pi*x)/0.496)*exp(-((1**2)*pi**2*0.734*t)/(0.496**2))
diffusion,combined_mode,-7.589*sin((3*pi*x)/0.496)*exp(-((3**2)*pi**2*0.734*t)/(0.496**2))
diffusion,combined_mode,7.589*sin((5*pi*x)/0.496)*exp(-((5**2)*pi**2*0.734*t)/(0.496**2))
diffusion,combined_mode,9.582*sin((1*pi*x)/0.282)*exp(-((1**2)*pi**2*0.847*t)/(0.282**2))
diffusion,combined_mode,-9.582*sin((3*pi*x)/0.282)*exp(-((3**2)*pi**2*0.847*t)/(0.282**2))
diffusion,combined_mode,9.582*sin((5*pi*x)/0.282)*exp(-((5**2)*pi**2*0.847*t)/(0.282**2))
diffusion,sine,4.967*sin((1*pi*x)/0.488)
diffusion,decay,exp(-((1**2)*pi**2*0.746*t)/(0.488**2))
diffusion,sine,-4.967*sin((3*pi*x)/0.488)
diffusion,decay,exp(-((3**2)*pi**2*0.746*t)/(0.488**2))
diffusion,sine,4.967*sin((5*pi*x)/0.488)
diffusion,decay,exp(-((5**2)*pi**2*0.746*t)/(0.488**2))
diffusion,combined_mode,6.018*sin((1*pi*x)/0.553)*exp(-((1**2)*pi**2*0.985*t)/(0.553**2))
diffusion,combined_mode,-6.018*sin((3*pi*x)/0.553)*exp(-((3**2)*pi**2*0.985*t)/(0.553**2))
diffusion,combined_mode,6.018*sin((5*pi*x)/0.553)*exp(-((5**2)*pi**2*0.985*t)/(0.553**2))
diffusion,sine,4.359*sin((1*pi*x)/1.314)
diffusion,decay,exp(-((1**2)*pi**2*0.7*t)/(1.314**2))
diffusion,sine,-4.359*sin((3*pi*x)/1.314)
diffusion,decay,exp(-((3**2)*pi**2*0.7*t)/(1.314**2))
diffusion,sine,4.359*sin((5*pi*x)/1.314)
diffusion,decay,exp(-((5**2)*pi**2*0.7*t)/(1.314**2))
diffusion,sine,3.508*sin((1*pi*x)/0.72)
diffusion,sine,-3.508*sin((3*pi*x)/0.72)
diffusion,sine,3.508*sin((5*pi*x)/0.72)
diffusion,decay,exp(-((5**2)*pi**2*0.853*t)/(0.72**2))
diffusion,combined_mode,18.586*sin((1*pi*x)/0.304)*exp(-((1**2)*pi**2*0.36*t)/(0.304**2))
diffusion,combined_mode,-18.586*sin((3*pi*x)/0.304)*exp(-((3**2)*pi**2*0.36*t)/(0.304**2))
diffusion,combined_mode,18.586*sin((5*pi*x)/0.304)*exp(-((5**2)*pi**2*0.36*t)/(0.304**2))
diffusion,sine,15.711*sin((1*pi*x)/0.353)
diffusion,decay,exp(-((1**2)*pi**2*0.5*t)/(0.353**2))
diffusion,sine,-15.711*sin((3*pi*x)/0.353)
diffusion,decay,exp(-((3**2)*pi**2*0.5*t)/(0.353**2))
diffusion,sine,15.711*sin((5*pi*x)/0.353)
diffusion,decay,exp(-((5**2)*pi**2*0.5*t)/(0.353**2))
diffusion,combined_mode,6.533*sin((1*pi*x)/0.676)*exp(-((1**2)*pi**2*0.99*t)/(0.676**2))
diffusion,combined_mode,-6.533*sin((3*pi*x)/0.676)*exp(-((3**2)*pi**2*0.99*t)/(0.676**2))
diffusion,combined_mode,6.533*sin((5*pi*x)/0.676)*exp(-((5**2)*pi**2*0.99*t)/(0.676**2))
diffusion,combined_mode,1.873*sin((1*pi*x)/1.217)*exp(-((1**2)*pi**2*0.762*t)/(1.217**2))
diffusion,combined_mode,-1.873*sin((3*pi*x)/1.217)*exp(-((3**2)*pi**2*0.762*t)/(1.217**2))
diffusion,combined_mode,1.873*sin((5*pi*x)/1.217)*exp(-((5**2)*pi**2*0.762*t)/(1.217**2))
diffusion,combined_mode,7.505*sin((1*pi*x)/0.533)*exp(-((1**2)*pi**2*0.413*t)/(0.533**2))
diffusion,combined_mode,-7.505*sin((3*pi*x)/0.533)*exp(-((3**2)*pi**2*0.413*t)/(0.533**2))
diffusion,combined_mode,7.505*sin((5*pi*x)/0.533)*exp(-((5**2)*pi**2*0.413*t)/(0.533**2))
diffusion,combined_mode,3.090*sin((1*pi*x)/0.758)*exp(-((1**2)*pi**2*0.791*t)/(0.758**2))
diffusion,combined_mode,-3.090*sin((3*pi*x)/0.758)*exp(-((3**2)*pi**2*0.791*t)/(0.758**2))
diffusion,combined_mode,3.090*sin((5*pi*x)/0.758)*exp(-((5**2)*pi**2*0.791*t)/(0.758**2))
diffusion,sine,4.108*sin((1*pi*x)/0.719)
diffusion,decay,exp(-((1**2)*pi**2*0.348*t)/(0.719**2))
diffusion,sine,-4.108*sin((3*pi*x)/0.719)
diffusion,decay,exp(-((3**2)*pi**2*0.348*t)/(0.719**2))
diffusion,sine,4.108*sin((5*pi*x)/0.719)
diffusion,decay,exp(-((5**2)*pi**2*0.348*t)/(0.719**2))
diffusion,combined_mode,2.364*sin((1*pi*x)/1.131)*exp(-((1**2)*pi**2*0.052*t)/(1.131**2))
diffusion,combined_mode,-2.364*sin((3*pi*x)/1.131)*exp(-((3**2)*pi**2*0.052*t)/(1.131**2))
diffusion,combined_mode,2.364*sin((5*pi*x)/1.131)*exp(-((5**2)*pi**2*0.052*t)/(1.131**2))
diffusion,combined_mode,5.000*sin((1*pi*x)/0.518)*exp(-((1**2)*pi**2*0.088*t)/(0.518**2))
diffusion,combined_mode,-5.000*sin((3*pi*x)/0.518)*exp(-((3**2)*pi**2*0.088*t)/(0.518**2))
diffusion,combined_mode,5.000*sin((5*pi*x)/0.518)*exp(-((5**2)*pi**2*0.088*t)/(0.518**2))
diffusion,sine,8.220*sin((1*pi*x)/0.51)
diffusion,decay,exp(-((1**2)*pi**2*0.263*t)/(0.51**2))
diffusion,sine,-8.220*sin((3*pi*x)/0.51)
diffusion,decay,exp(-((3**2)*pi**2*0.263*t)/(0.51**2))
diffusion,sine,8.220*sin((5*pi*x)/0.51)
diffusion,decay,exp(-((5**2)*pi**2*0.263*t)/(0.51**2))
diffusion,combined_mode,10.730*sin((1*pi*x)/0.4)*exp(-((1**2)*pi**2*0.197*t)/(0.4**2))
diffusion,combined_mode,-10.730*sin((3*pi*x)/0.4)*exp(-((3**2)*pi**2*0.197*t)/(0.4**2))
diffusion,combined_mode,10.730*sin((5*pi*x)/0.4)*exp(-((5**2)*pi**2*0.197*t)/(0.4**2))
diffusion,sine,1.577*sin((1*pi*x)/1.319)
diffusion,decay,exp(-((1**2)*pi**2*0.447*t)/(1.319**2))
diffusion,sine,-1.577*sin((3*pi*x)/1.319)
diffusion,decay,exp(-((3**2)*pi**2*0.447*t)/(1.319**2))
diffusion,sine,1.577*sin((5*pi*x)/1.319)
diffusion,decay,exp(-((5**2)*pi**2*0.447*t)/(1.319**2))
diffusion,combined_mode,2.903*sin((1*pi*x)/1.447)*exp(-((1**2)*pi**2*0.27*t)/(1.447**2))
diffusion,combined_mode,-2.903*sin((3*pi*x)/1.447)*exp(-((3**2)*pi**2*0.27*t)/(1.447**2))
diffusion,combined_mode,2.903*sin((5*pi*x)/1.447)*exp(-((5**2)*pi**2*0.27*t)/(1.447**2))
diffusion,sine,3.794*sin((1*pi*x)/0.892)
diffusion,decay,exp(-((1**2)*pi**2*0.119*t)/(0.892**2))
diffusion,sine,-3.794*sin((3*pi*x)/0.892)
diffusion,decay,exp(-((3**2)*pi**2*0.119*t)/(0.892**2))
diffusion,sine,3.794*sin((5*pi*x)/0.892)
diffusion,decay,exp(-((5**2)*pi**2*0.119*t)/(0.892**2))
diffusion,combined_mode,8.900*sin((1*pi*x)/0.271)*exp(-((1**2)*pi**2*0.507*t)/(0.271**2))
diffusion,combined_mode,-8.900*sin((3*pi*x)/0.271)*exp(-((3**2)*pi**2*0.507*t)/(0.271**2))
diffusion,combined_mode,8.900*sin((5*pi*x)/0.271)*exp(-((5**2)*pi**2*0.507*t)/(0.271**2))
diffusion,sine,8.933*sin((1*pi*x)/0.508)
diffusion,sine,-8.933*sin((3*pi*x)/0.508)
diffusion,decay,exp(-((3**2)*pi**2*0.552*t)/(0.508**2))
diffusion,sine,8.933*sin((5*pi*x)/0.508)
diffusion,decay,exp(-((5**2)*pi**2*0.552*t)/(0.508**2))
diffusion,sine,4.777*sin((1*pi*x)/0.759)
diffusion,decay,exp(-((1**2)*pi**2*0.066*t)/(0.759**2))
diffusion,sine,-4.777*sin((3*pi*x)/0.759)
diffusion,sine,4.777*sin((5*pi*x)/0.759)
diffusion,decay,exp(-((5**2)*pi**2*0.066*t)/(0.759**2))
diffusion,combined_mode,6.995*sin((1*pi*x)/0.611)*exp(-((1**2)*pi**2*0.457*t)/(0.611**2))
diffusion,combined_mode,-6.995*sin((3*pi*x)/0.611)*exp(-((3**2)*pi**2*0.457*t)/(0.611**2))
diffusion,combined_mode,6.995*sin((5*pi*x)/0.611)*exp(-((5**2)*pi**2*0.457*t)/(0.611**2))
diffusion,combined_mode,3.838*sin((1*pi*x)/0.717)*exp(-((1**2)*pi**2*0.266*t)/(0.717**2))
diffusion,combined_mode,-3.838*sin((3*pi*x)/0.717)*exp(-((3**2)*pi**2*0.266*t)/(0.717**2))
diffusion,combined_mode,3.838*sin((5*pi*x)/0.717)*exp(-((5**2)*pi**2*0.266*t)/(0.717**2))
diffusion,sine,3.468*sin((1*pi*x)/0.846)
diffusion,decay,exp(-((1**2)*pi**2*0.412*t)/(0.846**2))
diffusion,sine,-3.468*sin((3*pi*x)/0.846)
diffusion,decay,exp(-((3**2)*pi**2*0.412*t)/(0.846**2))
diffusion,sine,3.468*sin((5*pi*x)/0.846)
diffusion,decay,exp(-((5**2)*pi**2*0.412*t)/(0.846**2))
diffusion,sine,4.193*sin((1*pi*x)/0.901)
diffusion,decay,exp(-((1**2)*pi**2*0.884*t)/(0.901**2))
diffusion,sine,-4.193*sin((3*pi*x)/0.901)
diffusion,decay,exp(-((3**2)*pi**2*0.884*t)/(0.901**2))
diffusion,sine,4.193*sin((5*pi*x)/0.901)
diffusion,decay,exp(-((5**2)*pi**2*0.884*t)/(0.901**2))
diffusion,combined_mode,17.133*sin((1*pi*x)/0.263)*exp(-((1**2)*pi**2*0.044*t)/(0.263**2))
diffusion,combined_mode,-17.133*sin((3*pi*x)/0.263)*exp(-((3**2)*pi**2*0.044*t)/(0.263**2))
diffusion,combined_mode,17.133*sin((5*pi*x)/0.263)*exp(-((5**2)*pi**2*0.044*t)/(0.263**2))
diffusion,combined_mode,4.094*sin((1*pi*x)/0.68)*exp(-((1**2)*pi**2*0.107*t)/(0.68**2))
diffusion,combined_mode,-4.094*sin((3*pi*x)/0.68)*exp(-((3**2)*pi**2*0.107*t)/(0.68**2))
diffusion,combined_mode,4.094*sin((5*pi*x)/0.68)*exp(-((5**2)*pi**2*0.107*t)/(0.68**2))
diffusion,combined_mode,4.070*sin((1*pi*x)/0.972)*exp(-((1**2)*pi**2*0.826*t)/(0.972**2))
diffusion,combined_mode,-4.070*sin((3*pi*x)/0.972)*exp(-((3**2)*pi**2*0.826*t)/(0.972**2))
diffusion,combined_mode,4.070*sin((5*pi*x)/0.972)*exp(-((5**2)*pi**2*0.826*t)/(0.972**2))
diffusion,combined_mode,14.390*sin((1*pi*x)/0.164)*exp(-((1**2)*pi**2*0.268*t)/(0.164**2))
diffusion,combined_mode,-14.390*sin((3*pi*x)/0.164)*exp(-((3**2)*pi**2*0.268*t)/(0.164**2))
diffusion,combined_mode,14.390*sin((5*pi*x)/0.164)*exp(-((5**2)*pi**2*0.268*t)/(0.164**2))
diffusion,combined_mode,2.248*sin((1*pi*x)/1.324)*exp(-((1**2)*pi**2*0.95*t)/(1.324**2))
diffusion,combined_mode,-2.248*sin((3*pi*x)/1.324)*exp(-((3**2)*pi**2*0.95*t)/(1.324**2))
diffusion,combined_mode,2.248*sin((5*pi*x)/1.324)*exp(-((5**2)*pi**2*0.95*t)/(1.324**2))
diffusion,sine,4.129*sin((1*pi*x)/0.745)
diffusion,decay,exp(-((1**2)*pi**2*0.139*t)/(0.745**2))
diffusion,sine,-4.129*sin((3*pi*x)/0.745)
diffusion,decay,exp(-((3**2)*pi**2*0.139*t)/(0.745**2))
diffusion,sine,4.129*sin((5*pi*x)/0.745)
diffusion,decay,exp(-((5**2)*pi**2*0.139*t)/(0.745**2))
diffusion,combined_mode,13.375*sin((1*pi*x)/0.307)*exp(-((1**2)*pi**2*0.08*t)/(0.307**2))
diffusion,combined_mode,-13.375*sin((3*pi*x)/0.307)*exp(-((3**2)*pi**2*0.08*t)/(0.307**2))
diffusion,combined_mode,13.375*sin((5*pi*x)/0.307)*exp(-((5**2)*pi**2*0.08*t)/(0.307**2))
diffusion,combined_mode,5.873*sin((1*pi*x)/0.583)*exp(-((1**2)*pi**2*0.922*t)/(0.583**2))
diffusion,combined_mode,-5.873*sin((3*pi*x)/0.583)*exp(-((3**2)*pi**2*0.922*t)/(0.583**2))
diffusion,combined_mode,5.873*sin((5*pi*x)/0.583)*exp(-((5**2)*pi**2*0.922*t)/(0.583**2))
diffusion,combined_mode,4.390*sin((1*pi*x)/0.749)*exp(-((1**2)*pi**2*0.464*t)/(0.749**2))
diffusion,combined_mode,-4.390*sin((3*pi*x)/0.749)*exp(-((3**2)*pi**2*0.464*t)/(0.749**2))
diffusion,combined_mode,4.390*sin((5*pi*x)/0.749)*exp(-((5**2)*pi**2*0.464*t)/(0.749**2))
diffusion,combined_mode,2.590*sin((1*pi*x)/1.44)*exp(-((1**2)*pi**2*0.991*t)/(1.44**2))
diffusion,combined_mode,-2.590*sin((3*pi*x)/1.44)*exp(-((3**2)*pi**2*0.991*t)/(1.44**2))
diffusion,combined_mode,2.590*sin((5*pi*x)/1.44)*exp(-((5**2)*pi**2*0.991*t)/(1.44**2))
diffusion,combined_mode,6.359*sin((1*pi*x)/0.479)*exp(-((1**2)*pi**2*0.141*t)/(0.479**2))
diffusion,combined_mode,-6.359*sin((3*pi*x)/0.479)*exp(-((3**2)*pi**2*0.141*t)/(0.479**2))
diffusion,combined_mode,6.359*sin((5*pi*x)/0.479)*exp(-((5**2)*pi**2*0.141*t)/(0.479**2))
diffusion,combined_mode,8.370*sin((1*pi*x)/0.627)*exp(-((1**2)*pi**2*0.637*t)/(0.627**2))
diffusion,combined_mode,-8.370*sin((3*pi*x)/0.627)*exp(-((3**2)*pi**2*0.637*t)/(0.627**2))
diffusion,combined_mode,8.370*sin((5*pi*x)/0.627)*exp(-((5**2)*pi**2*0.637*t)/(0.627**2))
diffusion,sine,4.175*sin((1*pi*x)/0.639)
diffusion,sine,-4.175*sin((3*pi*x)/0.639)
diffusion,sine,4.175*sin((5*pi*x)/0.639)
diffusion,decay,exp(-((5**2)*pi**2*0.826*t)/(0.639**2))
diffusion,sine,4.222*sin((1*pi*x)/0.785)
diffusion,decay,exp(-((1**2)*pi**2*0.483*t)/(0.785**2))
diffusion,sine,-4.222*sin((3*pi*x)/0.785)
diffusion,decay,exp(-((3**2)*pi**2*0.483*t)/(0.785**2))
diffusion,sine,4.222*sin((5*pi*x)/0.785)
diffusion,decay,exp(-((5**2)*pi**2*0.483*t)/(0.785**2))
diffusion,combined_mode,2.171*sin((1*pi*x)/0.985)*exp(-((1**2)*pi**2*0.458*t)/(0.985**2))
diffusion,combined_mode,-2.171*sin((3*pi*x)/0.985)*exp(-((3**2)*pi**2*0.458*t)/(0.985**2))
diffusion,combined_mode,2.171*sin((5*pi*x)/0.985)*exp(-((5**2)*pi**2*0.458*t)/(0.985**2))
diffusion,combined_mode,5.365*sin((1*pi*x)/0.457)*exp(-((1**2)*pi**2*0.458*t)/(0.457**2))
diffusion,combined_mode,-5.365*sin((3*pi*x)/0.457)*exp(-((3**2)*pi**2*0.458*t)/(0.457**2))
diffusion,combined_mode,5.365*sin((5*pi*x)/0.457)*exp(-((5**2)*pi**2*0.458*t)/(0.457**2))
diffusion,combined_mode,4.661*sin((1*pi*x)/0.62)*exp(-((1**2)*pi**2*0.172*t)/(0.62**2))
diffusion,combined_mode,-4.661*sin((3*pi*x)/0.62)*exp(-((3**2)*pi**2*0.172*t)/(0.62**2))
diffusion,combined_mode,4.661*sin((5*pi*x)/0.62)*exp(-((5**2)*pi**2*0.172*t)/(0.62**2))
diffusion,sine,4.061*sin((1*pi*x)/0.657)
diffusion,decay,exp(-((1**2)*pi**2*0.723*t)/(0.657**2))
diffusion,sine,-4.061*sin((3*pi*x)/0.657)
diffusion,decay,exp(-((3**2)*pi**2*0.723*t)/(0.657**2))
diffusion,sine,4.061*sin((5*pi*x)/0.657)
diffusion,decay,exp(-((5**2)*pi**2*0.723*t)/(0.657**2))
diffusion,combined_mode,8.263*sin((1*pi*x)/0.456)*exp(-((1**2)*pi**2*0.81*t)/(0.456**2))
diffusion,combined_mode,-8.263*sin((3*pi*x)/0.456)*exp(-((3**2)*pi**2*0.81*t)/(0.456**2))
diffusion,combined_mode,8.263*sin((5*pi*x)/0.456)*exp(-((5**2)*pi**2*0.81*t)/(0.456**2))
diffusion,combined_mode,6.932*sin((1*pi*x)/0.695)*exp(-((1**2)*pi**2*0.99*t)/(0.695**2))
diffusion,combined_mode,-6.932*sin((3*pi*x)/0.695)*exp(-((3**2)*pi**2*0.99*t)/(0.695**2))
diffusion,combined_mode,6.932*sin((5*pi*x)/0.695)*exp(-((5**2)*pi**2*0.99*t)/(0.695**2))
diffusion,combined_mode,29.864*sin((1*pi*x)/0.118)*exp(-((1**2)*pi**2*0.108*t)/(0.118**2))
diffusion,combined_mode,-29.864*sin((3*pi*x)/0.118)*exp(-((3**2)*pi**2*0.108*t)/(0.118**2))
diffusion,combined_mode,29.864*sin((5*pi*x)/0.118)*exp(-((5**2)*pi**2*0.108*t)/(0.118**2))
diffusion,combined_mode,12.484*sin((1*pi*x)/0.248)*exp(-((1**2)*pi**2*0.975*t)/(0.248**2))
diffusion,combined_mode,-12.484*sin((3*pi*x)/0.248)*exp(-((3**2)*pi**2*0.975*t)/(0.248**2))
diffusion,combined_mode,12.484*sin((5*pi*x)/0.248)*exp(-((5**2)*pi**2*0.975*t)/(0.248**2))
diffusion,sine,2.697*sin((1*pi*x)/1.211)
diffusion,decay,exp(-((1**2)*pi**2*0.604*t)/(1.211**2))
diffusion,sine,-2.697*sin((3*pi*x)/1.211)
diffusion,decay,exp(-((3**2)*pi**2*0.604*t)/(1.211**2))
diffusion,sine,2.697*sin((5*pi*x)/1.211)
diffusion,decay,exp(-((5**2)*pi**2*0.604*t)/(1.211**2))
diffusion,combined_mode,5.324*sin((1*pi*x)/0.864)*exp(-((1**2)*pi**2*0.432*t)/(0.864**2))
diffusion,combined_mode,-5.324*sin((3*pi*x)/0.864)*exp(-((3**2)*pi**2*0.432*t)/(0.864**2))
diffusion,combined_mode,5.324*sin((5*pi*x)/0.864)*exp(-((5**2)*pi**2*0.432*t)/(0.864**2))
diffusion,combined_mode,15.977*sin((1*pi*x)/0.264)*exp(-((1**2)*pi**2*0.954*t)/(0.264**2))
diffusion,combined_mode,-15.977*sin((3*pi*x)/0.264)*exp(-((3**2)*pi**2*0.954*t)/(0.264**2))
diffusion,combined_mode,15.977*sin((5*pi*x)/0.264)*exp(-((5**2)*pi**2*0.954*t)/(0.264**2))
diffusion,sine,2.607*sin((1*pi*x)/1.411)
diffusion,decay,exp(-((1**2)*pi**2*0.948*t)/(1.411**2))
diffusion,sine,-2.607*sin((3*pi*x)/1.411)
diffusion,sine,2.607*sin((5*pi*x)/1.411)
diffusion,decay,exp(-((5**2)*pi**2*0.948*t)/(1.411**2))
diffusion,combined_mode,12.058*sin((1*pi*x)/0.484)*exp(-((1**2)*pi**2*0.666*t)/(0.484**2))
diffusion,combined_mode,-12.058*sin((3*pi*x)/0.484)*exp(-((3**2)*pi**2*0.666*t)/(0.484**2))
diffusion,combined_mode,12.058*sin((5*pi*x)/0.484)*exp(-((5**2)*pi**2*0.666*t)/(0.484**2))
diffusion,sine,32.916*sin((1*pi*x)/0.131)
diffusion,decay,exp(-((1**2)*pi**2*0.928*t)/(0.131**2))
diffusion,sine,-32.916*sin((3*pi*x)/0.131)
diffusion,decay,exp(-((3**2)*pi**2*0.928*t)/(0.131**2))
diffusion,sine,32.916*sin((5*pi*x)/0.131)
diffusion,decay,exp(-((5**2)*pi**2*0.928*t)/(0.131**2))
diffusion,sine,10.232*sin((1*pi*x)/0.568)
diffusion,decay,exp(-((1**2)*pi**2*0.245*t)/(0.568**2))
diffusion,sine,-10.232*sin((3*pi*x)/0.568)
diffusion,decay,exp(-((3**2)*pi**2*0.245*t)/(0.568**2))
diffusion,sine,10.232*sin((5*pi*x)/0.568)
diffusion,sine,6.136*sin((1*pi*x)/0.631)
diffusion,decay,exp(-((1**2)*pi**2*0.249*t)/(0.631**2))
diffusion,sine,-6.136*sin((3*pi*x)/0.631)
diffusion,decay,exp(-((3**2)*pi**2*0.249*t)/(0.631**2))
diffusion,sine,6.136*sin((5*pi*x)/0.631)
diffusion,combined_mode,2.497*sin((1*pi*x)/1.379)*exp(-((1**2)*pi**2*0.461*t)/(1.379**2))
diffusion,combined_mode,-2.497*sin((3*pi*x)/1.379)*exp(-((3**2)*pi**2*0.461*t)/(1.379**2))
diffusion,combined_mode,2.497*sin((5*pi*x)/1.379)*exp(-((5**2)*pi**2*0.461*t)/(1.379**2))
diffusion,sine,3.819*sin((1*pi*x)/0.904)
diffusion,decay,exp(-((1**2)*pi**2*0.762*t)/(0.904**2))
diffusion,sine,-3.819*sin((3*pi*x)/0.904)
diffusion,decay,exp(-((3**2)*pi**2*0.762*t)/(0.904**2))
diffusion,sine,3.819*sin((5*pi*x)/0.904)
diffusion,decay,exp(-((5**2)*pi**2*0.762*t)/(0.904**2))
diffusion,combined_mode,4.668*sin((1*pi*x)/1.063)*exp(-((1**2)*pi**2*0.751*t)/(1.063**2))
diffusion,combined_mode,-4.668*sin((3*pi*x)/1.063)*exp(-((3**2)*pi**2*0.751*t)/(1.063**2))
diffusion,combined_mode,4.668*sin((5*pi*x)/1.063)*exp(-((5**2)*pi**2*0.751*t)/(1.063**2))
diffusion,combined_mode,4.731*sin((1*pi*x)/0.55)*exp(-((1**2)*pi**2*0.973*t)/(0.55**2))
diffusion,combined_mode,-4.731*sin((3*pi*x)/0.55)*exp(-((3**2)*pi**2*0.973*t)/(0.55**2))
diffusion,combined_mode,4.731*sin((5*pi*x)/0.55)*exp(-((5**2)*pi**2*0.973*t)/(0.55**2))
diffusion,sine,6.927*sin((1*pi*x)/0.699)
diffusion,decay,exp(-((1**2)*pi**2*0.948*t)/(0.699**2))
diffusion,sine,-6.927*sin((3*pi*x)/0.699)
diffusion,decay,exp(-((3**2)*pi**2*0.948*t)/(0.699**2))
diffusion,sine,6.927*sin((5*pi*x)/0.699)
diffusion,decay,exp(-((5**2)*pi**2*0.948*t)/(0.699**2))
diffusion,combined_mode,4.234*sin((1*pi*x)/1.204)*exp(-((1**2)*pi**2*0.868*t)/(1.204**2))
diffusion,combined_mode,-4.234*sin((3*pi*x)/1.204)*exp(-((3**2)*pi**2*0.868*t)/(1.204**2))
diffusion,combined_mode,4.234*sin((5*pi*x)/1.204)*exp(-((5**2)*pi**2*0.868*t)/(1.204**2))
diffusion,sine,6.314*sin((1*pi*x)/0.44)
diffusion,decay,exp(-((1**2)*pi**2*0.693*t)/(0.44**2))
diffusion,sine,-6.314*sin((3*pi*x)/0.44)
diffusion,decay,exp(-((3**2)*pi**2*0.693*t)/(0.44**2))
diffusion,sine,6.314*sin((5*pi*x)/0.44)
diffusion,decay,exp(-((5**2)*pi**2*0.693*t)/(0.44**2))
diffusion,combined_mode,4.805*sin((1*pi*x)/0.783)*exp(-((1**2)*pi**2*0.129*t)/(0.783**2))
diffusion,combined_mode,-4.805*sin((3*pi*x)/0.783)*exp(-((3**2)*pi**2*0.129*t)/(0.783**2))
diffusion,combined_mode,4.805*sin((5*pi*x)/0.783)*exp(-((5**2)*pi**2*0.129*t)/(0.783**2))
diffusion,combined_mode,12.226*sin((1*pi*x)/0.177)*exp(-((1**2)*pi**2*0.545*t)/(0.177**2))
diffusion,combined_mode,-12.226*sin((3*pi*x)/0.177)*exp(-((3**2)*pi**2*0.545*t)/(0.177**2))
diffusion,combined_mode,12.226*sin((5*pi*x)/0.177)*exp(-((5**2)*pi**2*0.545*t)/(0.177**2))
diffusion,sine,2.451*sin((1*pi*x)/1.295)
diffusion,decay,exp(-((1**2)*pi**2*0.899*t)/(1.295**2))
diffusion,sine,-2.451*sin((3*pi*x)/1.295)
diffusion,decay,exp(-((3**2)*pi**2*0.899*t)/(1.295**2))
diffusion,sine,2.451*sin((5*pi*x)/1.295)
diffusion,sine,7.585*sin((1*pi*x)/0.265)
diffusion,decay,exp(-((1**2)*pi**2*0.122*t)/(0.265**2))
diffusion,sine,-7.585*sin((3*pi*x)/0.265)
diffusion,sine,7.585*sin((5*pi*x)/0.265)
diffusion,decay,exp(-((5**2)*pi**2*0.122*t)/(0.265**2))
diffusion,combined_mode,3.487*sin((1*pi*x)/1.114)*exp(-((1**2)*pi**2*0.665*t)/(1.114**2))
diffusion,combined_mode,-3.487*sin((3*pi*x)/1.114)*exp(-((3**2)*pi**2*0.665*t)/(1.114**2))
diffusion,combined_mode,3.487*sin((5*pi*x)/1.114)*exp(-((5**2)*pi**2*0.665*t)/(1.114**2))
diffusion,combined_mode,4.010*sin((1*pi*x)/0.84)*exp(-((1**2)*pi**2*0.986*t)/(0.84**2))
diffusion,combined_mode,-4.010*sin((3*pi*x)/0.84)*exp(-((3**2)*pi**2*0.986*t)/(0.84**2))
diffusion,combined_mode,4.010*sin((5*pi*x)/0.84)*exp(-((5**2)*pi**2*0.986*t)/(0.84**2))
diffusion,combined_mode,4.527*sin((1*pi*x)/0.509)*exp(-((1**2)*pi**2*0.066*t)/(0.509**2))
diffusion,combined_mode,-4.527*sin((3*pi*x)/0.509)*exp(-((3**2)*pi**2*0.066*t)/(0.509**2))
diffusion,combined_mode,4.527*sin((5*pi*x)/0.509)*exp(-((5**2)*pi**2*0.066*t)/(0.509**2))
diffusion,combined_mode,9.039*sin((1*pi*x)/0.408)*exp(-((1**2)*pi**2*0.931*t)/(0.408**2))
diffusion,combined_mode,-9.039*sin((3*pi*x)/0.408)*exp(-((3**2)*pi**2*0.931*t)/(0.408**2))
diffusion,combined_mode,9.039*sin((5*pi*x)/0.408)*exp(-((5**2)*pi**2*0.931*t)/(0.408**2))
diffusion,combined_mode,3.990*sin((1*pi*x)/0.999)*exp(-((1**2)*pi**2*0.051*t)/(0.999**2))
diffusion,combined_mode,-3.990*sin((3*pi*x)/0.999)*exp(-((3**2)*pi**2*0.051*t)/(0.999**2))
diffusion,combined_mode,3.990*sin((5*pi*x)/0.999)*exp(-((5**2)*pi**2*0.051*t)/(0.999**2))
diffusion,combined_mode,4.987*sin((1*pi*x)/0.717)*exp(-((1**2)*pi**2*0.953*t)/(0.717**2))
